epoch,train_loss,test_loss,test_recon,test_kld
1,40.21276106092665,39.885875567793846,39.73102951049805,0.15484605729579926
2,39.26441538831923,38.88925409503281,38.859039306640625,0.030214788392186165
3,38.240932529025606,37.82545539364219,37.7920036315918,0.033451762050390244
4,37.30539660644531,36.98115189373493,36.83192825317383,0.14922364056110382
5,36.11122427707248,35.65064260363579,35.220787048339844,0.4298555552959442
6,34.4695039469401,34.18936264514923,33.56734848022461,0.6220141649246216
7,33.07246258884006,33.31595677137375,32.5360107421875,0.7799460291862488
8,32.35906936645508,33.02215373516083,32.122764587402344,0.8993891477584839
9,32.082841040717234,32.98120963573456,31.9118709564209,1.0693386793136597
10,31.889338539971245,33.080113530159,31.649696350097656,1.4304171800613403
11,31.646279981825085,32.933611154556274,31.366487503051758,1.5671236515045166
12,31.38142961968316,32.74919414520264,31.06142234802246,1.6877717971801758
13,31.085932240804038,32.51064121723175,30.738988876342773,1.771652340888977
14,30.70713301255968,32.107813477516174,30.265405654907227,1.8424078226089478
15,30.151129625108506,31.620514750480652,29.680377960205078,1.9401367902755737
16,29.600916249593098,31.13059163093567,29.12043571472168,2.0101559162139893
17,29.03779208034939,30.562255859375,28.509790420532227,2.0524654388427734
18,28.4532274339464,30.200169801712036,28.125682830810547,2.0744869709014893
19,28.023057339138454,30.002211332321167,27.888765335083008,2.113445997238159
20,27.66297491285536,29.51428508758545,27.24332046508789,2.2709646224975586
21,27.364273459540474,29.246631383895874,27.003570556640625,2.243060827255249
22,27.394763575236002,29.333330154418945,27.07686424255371,2.2564659118652344
23,27.158434095594618,28.773818254470825,26.560083389282227,2.2137348651885986
24,26.9285295308431,28.578837156295776,26.361528396606445,2.217308759689331
25,26.78100251261393,28.52125382423401,26.258617401123047,2.262636423110962
26,26.682824681599936,28.382746934890747,26.08360481262207,2.2991421222686768
27,26.641670249091256,28.417675971984863,26.03374671936035,2.3839292526245117
28,26.561548446655273,28.363712310791016,25.99396324157715,2.369749069213867
29,26.59371875169542,28.055124044418335,25.705121994018555,2.3500020503997803
30,26.601034493340386,28.155630350112915,25.903825759887695,2.2518045902252197
31,26.494823415120443,28.0468111038208,25.82417106628418,2.222640037536621
32,26.468360882229277,27.91519546508789,25.678979873657227,2.236215591430664
33,26.476859998914932,28.03214454650879,25.75171661376953,2.280427932739258
34,26.420031416151257,27.868717908859253,25.56439208984375,2.304325819015503
35,26.32956601630317,27.788066864013672,25.512290954589844,2.275775909423828
36,26.27253192308214,27.868535041809082,25.613550186157227,2.2549848556518555
37,26.39146409946018,27.750112533569336,25.542125701904297,2.207986831665039
38,26.267387117173936,27.640538692474365,25.45697021484375,2.1835684776306152
39,26.14129013739692,27.439377307891846,25.245092391967773,2.1942849159240723
40,26.082728388468425,27.376652240753174,25.184396743774414,2.1922554969787598
41,26.06274247233073,27.800421237945557,25.62302589416504,2.1773953437805176
42,26.126298056708443,27.33736515045166,25.13967514038086,2.197690010070801
43,26.010228240966796,27.366788387298584,25.157180786132812,2.2096076011657715
44,26.050737057156034,27.252870321273804,25.058425903320312,2.194444417953491
