epoch,train_loss,test_loss,test_recon,test_kld
1,28.380365405612523,27.76365239918232,27.704511642456055,0.059140756726264954
2,27.74233849758572,27.760328263044357,27.697181701660156,0.06314656138420105
3,27.71233760748969,27.742966432124376,27.694747924804688,0.0482185073196888
4,27.704415186564127,27.727702556177974,27.702367782592773,0.02533477358520031
5,27.695965842352972,27.71489324606955,27.697364807128906,0.017528438940644264
6,27.687027560763887,27.728190941736102,27.714847564697266,0.01334337703883648
7,27.68359061686198,27.72722534649074,27.715993881225586,0.011231465265154839
8,27.68080151706272,27.703083027154207,27.692018508911133,0.011064518243074417
9,27.67436934577094,27.710147936828434,27.69952392578125,0.010624011047184467
10,27.671496441311305,27.69103041756898,27.680757522583008,0.010272894985973835
11,27.669892345852322,27.695374668575823,27.686180114746094,0.009194553829729557
12,27.665742797851564,27.690435951575637,27.681171417236328,0.009264534339308739
13,27.660037375556097,27.693977680057287,27.684345245361328,0.009632434695959091
14,27.659711076524523,27.6978074349463,27.6883544921875,0.0094529427587986
15,27.65209484354655,27.69130042102188,27.682558059692383,0.008742361329495907
16,27.65929041205512,27.677296887151897,27.668371200561523,0.008925686590373516
17,27.65688933139377,27.697160106152296,27.68791961669922,0.009240489453077316
18,27.651279032389322,27.661926105618477,27.6527099609375,0.009216144680976868
19,27.64540772840712,27.67939160298556,27.669719696044922,0.009671906940639019
20,27.64908827887641,27.67653400544077,27.66720199584961,0.009332009591162205
21,27.64429970635308,27.668725471012294,27.65898323059082,0.00974224042147398
22,27.65314106580946,27.675649476237595,27.666030883789062,0.009618592448532581
23,27.64604203965929,27.674456068314612,27.664695739746094,0.009760328568518162
24,27.635488135443794,27.65003628190607,27.64005470275879,0.009981579147279263
25,27.63879356045193,27.647773110307753,27.638507843017578,0.009265267290174961
26,27.63430595228407,27.664854968898,27.655593872070312,0.009261096827685833
27,27.62921002875434,27.645602165721357,27.636043548583984,0.009558617137372494
28,27.623288660685223,27.653259792365134,27.644216537475586,0.009043254889547825
29,27.619903786553277,27.65318484697491,27.643646240234375,0.009538606740534306
30,27.61809927707248,27.652966648340225,27.64324951171875,0.00971713662147522
31,27.62057150777181,27.642426496371627,27.633014678955078,0.009411817416548729
32,27.61573422410753,27.644216685555875,27.634458541870117,0.009758143685758114
33,27.611709940592448,27.64381440822035,27.63395118713379,0.00986322108656168
34,27.611371907552083,27.641615043394268,27.6319637298584,0.009651313535869122
35,27.61175625101725,27.641251392662525,27.631540298461914,0.009711094200611115
36,27.61188855489095,27.644970066845417,27.635433197021484,0.009536869823932648
37,27.609832107543944,27.635722456499934,27.625394821166992,0.010327635332942009
38,27.604931605021157,27.63290035072714,27.622314453125,0.010585897602140903
39,27.609330961439344,27.652072203345597,27.641368865966797,0.010703337378799915
40,27.610723119099934,27.64053298998624,27.630992889404297,0.009540100581943989
41,27.61302390713162,27.636000458151102,27.626523971557617,0.009476486593484879
42,27.603511945936415,27.636595787480474,27.62662696838379,0.009968819096684456
43,27.60541773647732,27.636316551826894,27.62590980529785,0.01040674652904272
44,27.6022770453559,27.62932105269283,27.618558883666992,0.010762169025838375
45,27.603294041951496,27.63889719825238,27.628381729125977,0.010515469126403332
46,27.60071206495497,27.63780098967254,27.628095626831055,0.00970536284148693
47,27.60311629740397,27.62995799537748,27.620222091674805,0.009735903702676296
48,27.60426723734538,27.64634166005999,27.636796951293945,0.009544708766043186
49,27.60163213941786,27.626381422393024,27.616687774658203,0.009693647734820843
50,27.602221037122938,27.622688909992576,27.612232208251953,0.01045670174062252
51,27.60226444498698,27.635998273268342,27.626344680786133,0.009653592482209206
52,27.60453904385037,27.639025704935193,27.629732131958008,0.00929357297718525
53,27.60184210205078,27.638951619155705,27.629175186157227,0.009776432998478413
54,27.601617668999566,27.63960990589112,27.630199432373047,0.009410473518073559
55,27.6003914320204,27.630886528640985,27.621814727783203,0.009071800857782364
56,27.598096700032553,27.63630197569728,27.62708854675293,0.009213428944349289
57,27.596368304782445,27.627597324550152,27.617992401123047,0.00960492342710495
58,27.59937323676215,27.62954691890627,27.619266510009766,0.010280408896505833
59,27.60382418484158,27.636541990563273,27.625335693359375,0.01120629720389843
60,27.605239454481335,27.63600968848914,27.625452041625977,0.010557646863162518
61,27.597424911499022,27.637175228446722,27.627429962158203,0.009745266288518906
62,27.598398500230577,27.629679459147155,27.620052337646484,0.00962712150067091
63,27.60145635986328,27.63205308187753,27.62216567993164,0.009887401945888996
64,27.600687606811523,27.626801727339625,27.616878509521484,0.009923217818140984
65,27.599148225572375,27.625213153660297,27.615917205810547,0.009295947849750519
66,27.594129219902886,27.625349561683834,27.616085052490234,0.009264509193599224
67,27.599438308715822,27.64258516393602,27.632747650146484,0.009837513789534569
68,27.600278447469076,27.633460705168545,27.62371253967285,0.009748165495693684
69,27.59867425028483,27.63605066947639,27.626237869262695,0.009812800213694572
70,27.597325473361543,27.626653370447457,27.61705780029297,0.009595570154488087
71,27.598643159654404,27.63282395619899,27.623212814331055,0.009611141867935658
72,27.594908381144204,27.635637825354934,27.626344680786133,0.009293144568800926
73,27.595461012098525,27.633012319914997,27.623754501342773,0.009257818572223186
74,27.599858408610025,27.629730340093374,27.620166778564453,0.009563561528921127
75,27.598939899020724,27.632889043539762,27.622983932495117,0.00990511104464531
76,27.595583635118274,27.623585656285286,27.614032745361328,0.009552910923957825
77,27.594007415771486,27.63229553680867,27.622575759887695,0.009719776920974255
78,27.595586585150826,27.63154040183872,27.62141990661621,0.010120495222508907
79,27.59193725077311,27.61849255952984,27.60856819152832,0.009924368001520634
80,27.59300365193685,27.62774922233075,27.61733055114746,0.010418671183288097
81,27.600073421902128,27.623244571499527,27.611936569213867,0.011308002285659313
82,27.589882074991863,27.63412076421082,27.62388038635254,0.010240377858281136
83,27.594194107055664,27.626704178750515,27.61640739440918,0.010296784341335297
84,27.595479400634765,27.634373432956636,27.6234073638916,0.01096606906503439
85,27.59695315890842,27.611086488701403,27.599592208862305,0.011494279839098454
86,27.59099981350369,27.641126634553075,27.62947654724121,0.0116500873118639
87,27.593818316989474,27.630313503555954,27.618816375732422,0.011497127823531628
88,27.59161979336209,27.633339847438037,27.62187385559082,0.011465991847217083
89,27.5960680609809,27.618330320343375,27.606950759887695,0.011379560455679893
90,27.593525736490886,27.6240562396124,27.612594604492188,0.011461635120213032
91,27.591009691026475,27.625425054691732,27.612951278686523,0.012473776005208492
92,27.59209819539388,27.62929045315832,27.616167068481445,0.013123384676873684
93,27.593212758382162,27.621017737314105,27.6073055267334,0.013712210580706596
94,27.59477067565918,27.61512655671686,27.601423263549805,0.013703293167054653
95,27.594024961683484,27.624294294975698,27.61077880859375,0.013515486381947994
96,27.590492267184786,27.627158221788704,27.612947463989258,0.014210757799446583
97,27.59439527214898,27.641868055798113,27.62716293334961,0.014705122448503971
98,27.593480460272897,27.616296097636223,27.60079002380371,0.015506073832511902
99,27.592815858629013,27.63311802688986,27.618053436279297,0.015064590610563755
100,27.596869795057508,27.643838312476873,27.628215789794922,0.015622522681951523
101,27.586772835625542,27.617999512702227,27.603757858276367,0.014241654425859451
102,27.58838030497233,27.63031184859574,27.616804122924805,0.013507725670933723
103,27.593693603515625,27.620062372647226,27.60529899597168,0.01476337667554617
104,27.58912540181478,27.61887781135738,27.602540969848633,0.016336841508746147
105,27.59387425910102,27.62413934059441,27.606130599975586,0.01800874061882496
106,27.587083299424915,27.637399410828948,27.61884307861328,0.01855633221566677
107,27.591418555365667,27.621252369135618,27.60170555114746,0.019546817988157272
108,27.59173312886556,27.63431924022734,27.61461067199707,0.01970856823027134
109,27.595277540418838,27.605250034481287,27.586851119995117,0.018398914486169815
