epoch,train_loss,test_loss,test_recon,test_kld
1,29.440065417819554,27.810189933516085,27.8028621673584,0.00732776615768671
2,27.788906156751846,27.753170469542965,27.749425888061523,0.0037445814814418554
3,27.692000328911675,27.721986934775487,27.719038009643555,0.002948925131931901
4,27.682481843736436,27.68431400740519,27.68242835998535,0.0018856474198400974
5,27.668052524142794,27.6944223967148,27.693151473999023,0.0012709227157756686
6,27.661021218193902,27.698174370103516,27.697298049926758,0.0008763201767578721
7,27.660603580051,27.684241944691166,27.683612823486328,0.0006291212048381567
8,27.65518832058377,27.69349735561991,27.69297218322754,0.0005251723923720419
9,27.654233608669706,27.683177963015623,27.68280029296875,0.0003776700468733907
10,27.65574391852485,27.685120925831143,27.684768676757812,0.00035224907333031297
11,27.647014056735568,27.677570971136447,27.67721939086914,0.0003515802673064172
12,27.647449739244248,27.677292245527497,27.676898956298828,0.0003932892286684364
13,27.646175045437282,27.68355647966382,27.68316650390625,0.0003899757575709373
14,27.64554703945584,27.674512544530444,27.67414093017578,0.0003716143546625972
15,27.645056104871962,27.683652031992096,27.683258056640625,0.0003939753514714539
16,27.639873043484158,27.678422857716214,27.67792320251465,0.0004996552015654743
17,27.638827860514322,27.67782383359736,27.67711639404297,0.0007074395543895662
18,27.63998097229004,27.659112910565455,27.658206939697266,0.0009059708681888878
19,27.636207494099935,27.678927866974846,27.67749786376953,0.0014300032053142786
20,27.637287199232315,27.676252687117085,27.674072265625,0.002180421492084861
21,27.637540691799586,27.666478922357783,27.663843154907227,0.002635767450556159
22,27.62992209540473,27.657273527234793,27.654861450195312,0.0024120770394802094
23,27.633699746025933,27.654461017111316,27.651771545410156,0.0026894717011600733
24,27.628237774319118,27.655879804864526,27.652177810668945,0.0037019941955804825
25,27.625763161553277,27.653259010519832,27.64849281311035,0.00476619740948081
26,27.626551954481336,27.639593545347452,27.633054733276367,0.006538812071084976
27,27.618662453545465,27.65734747191891,27.651342391967773,0.006005079951137304
28,27.624910517374673,27.66387762874365,27.65777015686035,0.0061074718832969666
29,27.624456047905817,27.638674513902515,27.63289451599121,0.0057799979113042355
30,27.622597459581165,27.664678854402155,27.659379959106445,0.005298895295709372
31,27.620411585489908,27.64862593682483,27.642608642578125,0.006017294246703386
32,27.617471801757812,27.641953178215772,27.635391235351562,0.0065619428642094135
33,27.611770945231118,27.647919210605323,27.641002655029297,0.00691655557602644
34,27.61446987915039,27.630939289927483,27.622434616088867,0.008504673838615417
35,27.6132687886556,27.634206078015268,27.6268253326416,0.0073807453736662865
36,27.61292002020942,27.630500800907612,27.62162208557129,0.008878715336322784
37,27.606702534993488,27.642236799933016,27.633573532104492,0.008663267828524113
38,27.614356703016494,27.646215660497546,27.636306762695312,0.009908897802233696
39,27.61016545783149,27.633756884373724,27.6243953704834,0.009361513890326023
40,27.60613252766927,27.658465983346105,27.648664474487305,0.009801508858799934
41,27.60686289130317,27.64092610310763,27.629098892211914,0.011827210895717144
42,27.607397740681964,27.638852615840733,27.626529693603516,0.012322922237217426
43,27.602700508965388,27.638932432979345,27.628145217895508,0.01078721508383751
44,27.60571972486708,27.627684867940843,27.618118286132812,0.009566581808030605
45,27.607306947496202,27.63028626423329,27.62175750732422,0.0085287569090724
46,27.604828180948893,27.643035667017102,27.63269805908203,0.010337607935070992
47,27.60852210828993,27.62783997040242,27.618799209594727,0.009040760807693005
48,27.603346355862087,27.616403297521174,27.606414794921875,0.009988502599298954
49,27.601570624457466,27.64189540501684,27.628664016723633,0.013231388293206692
50,27.602894185384116,27.61381208244711,27.600799560546875,0.013012521900236607
51,27.599831520928277,27.62849102821201,27.619037628173828,0.009453400038182735
52,27.602435672336153,27.625716043636203,27.6168212890625,0.008894754573702812
53,27.59763326687283,27.63517777994275,27.62444305419922,0.01073472574353218
54,27.602412384033205,27.64440932497382,27.634408950805664,0.010000374168157578
55,27.599458685980903,27.640161535702646,27.6290225982666,0.011138937436044216
56,27.598474714491104,27.62708441633731,27.613618850708008,0.013465565629303455
57,27.596479336208766,27.6159731419757,27.602081298828125,0.013891843147575855
58,27.598666717529298,27.630176903679967,27.610347747802734,0.01982915587723255
59,27.601966198391384,27.630929121747613,27.62053108215332,0.01039803959429264
60,27.601892317030163,27.63097280357033,27.61993408203125,0.011038721539080143
61,27.596239941067164,27.630522802472115,27.61406898498535,0.016453817486763
62,27.595526902940538,27.635421358048916,27.613611221313477,0.0218101367354393
63,27.592466639200847,27.620046323165298,27.597787857055664,0.022258466109633446
64,27.5995496029324,27.635603787377477,27.6054630279541,0.03014075942337513
65,27.595518505520293,27.63388105481863,27.604507446289062,0.02937360852956772
66,27.593645836724175,27.630133664235473,27.60126304626465,0.02887061797082424
67,27.594450468275284,27.628528086468577,27.598339080810547,0.03018900565803051
68,27.59153400844998,27.629168655723333,27.59511375427246,0.03405490145087242
69,27.59258578491211,27.618736442178488,27.575040817260742,0.04369562491774559
70,27.59267576090495,27.642630461603403,27.595382690429688,0.04724777117371559
71,27.59006728278266,27.61810589954257,27.573034286499023,0.04507161304354668
72,27.591478174845378,27.585280247032642,27.528900146484375,0.056380100548267365
73,27.58992145623101,27.61490774154663,27.561635971069336,0.05327177047729492
